Transactional Type,Education Level,Region, Age (6-11),Age(12-15),Age(15-19),Age(20-24),Age(25-29),Age(30-34),Age(35-39),Age(40-44),Age(45-49),Age(50-54),Age(55-59),Age(60-64),Age(65-69),Age(70-74),Age(75-79),Age(80-84),Age(85-89)
Mobile money only,Bachelor’s Degree,Volta,0,0,1759,6831,6000,6459,5229,3346,2128,1191,1044,1077,746,495,251,113,39
Mobile money only,Bachelor’s Degree,Eastern,0,0,2566,10744,12933,13438,10087,5439,3317,2016,1690,1668,1030,643,343,156,52
Mobile money only,Bachelor’s Degree,Ashanti,0,0,15577,55355,41807,35545,22758,11212,6111,3697,2816,2678,1741,1091,466,244,71
Mobile money only,Bachelor’s Degree,Western North,0,0,689,2744,3397,3067,1879,909,489,308,227,205,98,41,23,5,4
Mobile money only,Bachelor’s Degree,Ahafo,0,0,497,2190,2360,2310,1509,663,419,282,213,181,109,69,22,10,3
Mobile money only,Bachelor’s Degree,Bono,0,0,1876,11031,8869,7609,4915,2418,1244,810,604,587,380,176,66,22,9
Mobile money only,Bachelor’s Degree,Bono East,0,0,661,3045,4119,4530,3048,1415,827,468,367,361,188,75,33,11,5
Mobile money only,Bachelor’s Degree,Oti,0,0,423,1491,1544,1639,1236,727,406,238,210,201,120,64,23,8,5
Mobile money only,Bachelor’s Degree,Northern,0,0,1484,8975,8238,7890,5677,3114,1881,1000,626,576,304,131,57,13,2
Mobile money only,Bachelor’s Degree,Savannah,0,0,179,535,1051,1148,782,402,243,119,99,76,55,21,9,2,0
Mobile money only,Bachelor’s Degree,North East,0,0,166,717,987,982,756,388,175,105,70,79,37,21,7,1,1
Mobile money only,Bachelor’s Degree,Upper East,0,0,814,3455,3803,4453,3355,1807,856,475,319,362,211,86,24,8,3
Mobile money only,Bachelor’s Degree,Upper West,0,0,686,4350,3973,3150,2413,1341,631,322,271,310,192,101,25,8,0
Mobile money only,Postgraduate Certificate/Diploma,Western,0,0,0,1016,2103,1777,961,495,300,220,270,273,162,111,66,14,8
Mobile money only,Postgraduate Certificate/Diploma,Central,0,0,0,2180,3108,2739,1427,730,426,289,409,437,261,169,97,45,12
Mobile money only,Postgraduate Certificate/Diploma,Greater Accra,0,0,0,3881,6939,6767,4691,3006,1710,1146,1149,1172,795,561,302,119,66
Mobile money only,Postgraduate Certificate/Diploma,Volta,0,0,0,994,2095,1868,1000,439,286,218,309,370,295,226,127,48,23
Mobile money only,Postgraduate Certificate/Diploma,Eastern,0,0,0,1822,3813,2804,1519,675,449,332,477,568,361,236,128,68,24
Mobile money only,Postgraduate Certificate/Diploma,Ashanti,0,0,0,6509,8524,6256,3143,1378,819,559,733,837,624,370,189,72,27
Mobile money only,Postgraduate Certificate/Diploma,Western North,0,0,0,502,1370,977,447,166,103,70,104,83,53,24,12,5,0
Mobile money only,Postgraduate Certificate/Diploma,Ahafo,0,0,0,1151,1329,699,307,90,63,51,81,85,45,27,15,3,2
Mobile money only,Postgraduate Certificate/Diploma,Bono,0,0,0,1361,2136,1629,765,301,195,141,191,196,127,63,23,9,8
Mobile money only,Postgraduate Certificate/Diploma,Bono East,0,0,0,1376,2100,1432,640,223,102,99,127,160,105,46,16,5,1
Mobile money only,Postgraduate Certificate/Diploma,Oti,0,0,0,268,800,685,283,123,91,58,77,88,44,38,18,10,3
Mobile money only,Postgraduate Certificate/Diploma,Northern,0,0,0,2852,4015,2723,1469,706,366,198,175,209,107,45,17,6,3
Mobile money only,Postgraduate Certificate/Diploma,Savannah,0,0,0,709,859,521,249,96,75,48,36,47,25,3,2,1,1
Mobile money only,Postgraduate Certificate/Diploma,North East,0,0,0,854,1411,747,355,130,60,31,38,38,26,13,6,3,0
Mobile money only,Postgraduate Certificate/Diploma,Upper East,0,0,0,1051,2498,1907,910,312,154,91,115,123,74,46,11,7,1
Mobile money only,Postgraduate Certificate/Diploma,Upper West,0,0,0,1293,2218,1545,739,253,130,84,87,98,84,42,14,8,2
Mobile money only,Master’s Degree,Western,0,0,0,137,472,864,1073,831,658,426,274,224,100,52,23,4,4
Mobile money only,Master’s Degree,Central,0,0,0,220,977,1582,1888,1620,1251,741,513,330,184,119,47,18,12
Mobile money only,Master’s Degree,Greater Accra,0,0,0,1212,5643,9019,9336,7216,5406,3714,2548,2045,1247,662,287,154,49
Mobile money only,Master’s Degree,Volta,0,0,0,84,243,539,795,720,593,387,263,235,155,94,59,15,8
Mobile money only,Master’s Degree,Eastern,0,0,0,115,493,1099,1635,1443,1045,664,424,343,179,98,48,21,14
Mobile money only,Master’s Degree,Ashanti,0,0,0,740,1887,2867,3265,2681,1979,1293,788,606,356,198,97,35,16
Mobile money only,Master’s Degree,Western North,0,0,0,34,99,174,260,161,115,84,52,31,11,8,2,0,1
Mobile money only,Master’s Degree,Ahafo,0,0,0,33,67,173,198,135,103,60,47,33,12,9,2,0,1
Mobile money only,Master’s Degree,Bono,0,0,0,101,238,558,680,501,396,190,149,137,59,32,12,5,0
Mobile money only,Master’s Degree,Bono East,0,0,0,49,99,291,389,309,206,124,91,59,35,26,6,2,0
Mobile money only,Master’s Degree,Oti,0,0,0,13,40,117,151,111,107,59,57,40,25,11,5,3,2
Mobile money only,Master’s Degree,Northern,0,0,0,146,456,875,1168,978,752,374,220,207,91,45,11,3,0
Mobile money only,Master’s Degree,Savannah,0,0,0,14,51,106,130,79,84,42,26,18,13,3,0,0,1
Mobile money only,Master’s Degree,North East,0,0,0,21,47,95,121,76,57,47,19,8,6,2,3,0,1
Mobile money only,Master’s Degree,Upper East,0,0,0,48,189,389,596,573,425,220,136,91,64,23,8,1,1
Mobile money only,Master’s Degree,Upper West,0,0,0,36,152,327,519,406,297,155,98,97,49,24,8,1,0
Mobile money only,Doctorate (PhD),Western,0,0,0,40,89,101,100,101,80,48,42,32,18,10,4,7,1
Mobile money only,Doctorate (PhD),Central,0,0,0,22,78,178,246,284,250,178,152,100,50,45,19,12,4
Mobile money only,Doctorate (PhD),Greater Accra,0,0,0,108,424,665,775,808,761,654,524,415,306,200,103,60,27
Mobile money only,Doctorate (PhD),Volta,0,0,0,16,49,51,64,80,78,64,56,54,31,22,9,5,6
Mobile money only,Doctorate (PhD),Eastern,0,0,0,37,67,127,148,156,123,77,79,72,52,29,20,7,3
Mobile money only,Doctorate (PhD),Ashanti,0,0,0,65,205,345,392,392,323,290,208,183,108,66,45,20,12
Mobile money only,Doctorate (PhD),Western North,0,0,0,4,26,29,23,10,16,11,3,5,3,4,1,0,0
Mobile money only,Doctorate (PhD),Ahafo,0,0,0,2,23,17,20,10,13,14,11,6,4,2,1,0,0
Mobile money only,Doctorate (PhD),Bono,0,0,0,19,37,75,95,73,67,54,32,16,13,7,3,4,2
Mobile money only,Doctorate (PhD),Bono East,0,0,0,3,15,29,39,16,28,20,9,10,3,2,3,1,0
Mobile money only,Doctorate (PhD),Oti,0,0,0,5,14,14,15,11,9,10,10,3,6,3,0,1,0
Mobile money only,Doctorate (PhD),Northern,0,0,0,36,95,95,143,161,137,88,43,40,17,5,6,1,1
Mobile money only,Doctorate (PhD),Savannah,0,0,0,3,5,15,8,7,6,5,2,2,0,2,0,0,0
Mobile money only,Doctorate (PhD),North East,0,0,0,5,9,7,6,14,5,7,6,1,1,2,0,0,0
Mobile money only,Doctorate (PhD),Upper East,0,0,0,15,39,58,56,63,69,41,22,21,5,2,1,0,0
Mobile money only,Doctorate (PhD),Upper West,0,0,0,6,23,34,58,69,62,34,15,15,7,8,2,2,0
Mobile money only,No Formal Education,Western,20,9,77,279,401,554,547,505,458,293,221,147,84,51,31,22,8
Mobile money and other services,No Formal Education,Central,7,12,43,156,207,268,385,395,375,322,236,202,128,80,57,49,17
Mobile money and other services,No Formal Education,Greater Accra,11,10,105,328,684,899,1014,917,755,542,362,285,159,115,63,47,18
Mobile money and other services,No Formal Education,Volta,5,4,33,96,137,213,269,262,243,228,158,149,93,56,41,30,25
Mobile money and other services,No Formal Education,Eastern,12,10,55,147,238,288,382,316,350,309,208,183,94,98,52,42,25
Mobile money and other services,No Formal Education,Ashanti,11,9,105,357,673,862,972,933,896,657,459,383,230,211,118,83,50
Mobile money and other services,No Formal Education,Western North,5,2,38,169,254,288,336,315,254,231,126,99,49,27,21,15,3
Mobile money and other services,No Formal Education,Ahafo,3,1,16,77,132,174,205,149,150,128,92,60,50,25,20,16,10
Mobile money and other services,No Formal Education,Bono,2,5,29,149,203,223,256,273,233,204,176,152,83,71,43,33,30
Mobile money and other services,No Formal Education,Bono East,10,7,76,232,283,360,385,344,293,218,164,111,69,34,24,30,7
Mobile money and other services,No Formal Education,Oti,21,14,42,148,176,172,175,138,134,101,73,52,25,9,13,7,3
Mobile money and other services,No Formal Education,Northern,61,26,169,486,641,833,721,664,446,375,191,185,100,95,68,39,13
Mobile money and other services,No Formal Education,Savannah,13,13,66,168,199,234,198,150,114,70,50,29,28,13,15,12,7
Mobile money and other services,No Formal Education,North East,13,7,70,168,236,206,190,166,157,77,52,50,43,30,23,8,6
Mobile money and other services,No Formal Education,Upper East,30,17,100,226,357,448,421,410,336,239,159,155,85,78,53,57,29
Mobile money and other services,No Formal Education,Upper West,7,8,61,165,194,242,244,243,177,162,89,94,51,29,25,13,7
Mobile money and other services,Nursery / Pre-School,Western,0,0,1,10,5,5,1,2,3,2,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Central,0,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Greater Accra,0,0,0,0,1,5,1,1,3,0,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Volta,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Eastern,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Ashanti,0,0,0,1,3,4,8,2,1,3,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Western North,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Ahafo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Bono,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Bono East,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Oti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Northern,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Savannah,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,North East,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Upper East,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
Mobile money and other services,Nursery / Pre-School,Upper West,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Western,30,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Central,29,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Greater Accra,47,0,1,1,5,3,5,5,2,2,1,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Volta,5,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Eastern,32,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Ashanti,74,0,0,4,2,3,5,3,2,2,3,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Western North,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Ahafo,10,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Bono,15,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Bono East,11,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Oti,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Northern,9,0,0,2,0,4,1,0,1,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Savannah,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,North East,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Upper East,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mobile money and other services,Kindergarten,Upper West,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile money and other services,Primary School,Western,260,96,69,201,244,267,238,167,173,91,89,55,22,10,1,3,1
Mobile money and other services,Primary School,Central,395,206,75,174,216,276,327,220,240,152,115,80,41,21,14,7,5
Mobile money and other services,Primary School,Greater Accra,664,194,123,372,648,702,795,632,538,397,216,180,76,45,19,8,4
Mobile money and other services,Primary School,Volta,60,51,37,141,195,214,248,204,156,125,85,48,45,28,15,8,3
Mobile money and other services,Primary School,Eastern,289,146,80,212,259,308,293,254,274,184,124,96,64,37,17,11,1
Mobile money and other services,Primary School,Ashanti,775,258,122,392,557,636,737,594,493,379,222,149,100,50,41,13,6
Mobile money and other services,Primary School,Western North,131,53,41,110,132,142,123,104,96,63,32,20,9,5,3,1,1
Mobile money and other services,Primary School,Ahafo,104,49,27,68,75,76,85,74,57,42,20,22,13,4,3,3,0
Mobile money and other services,Primary School,Bono,129,71,55,89,113,118,129,89,103,72,56,32,24,8,4,5,0
Mobile money and other services,Primary School,Bono East,78,41,63,144,142,134,110,92,76,51,34,24,9,7,4,3,0
Mobile money and other services,Primary School,Oti,137,39,22,45,55,44,35,31,25,15,11,8,6,2,2,2,0
Mobile money and other services,Primary School,Northern,116,44,67,118,121,98,94,87,48,34,24,13,6,6,2,0,0
Mobile money and other services,Primary School,Savannah,21,19,23,52,36,28,25,17,6,7,8,2,2,0,0,0,0
Mobile money and other services,Primary School,North East,41,23,20,33,38,17,25,14,6,3,2,1,2,1,2,1,0
Mobile money and other services,Primary School,Upper East,150,56,55,124,136,140,96,71,58,33,15,6,3,4,2,3,0
Mobile money and other services,Primary School,Upper West,36,26,43,78,79,79,48,35,26,20,16,11,6,2,0,1,0
Mobile money and other services,Junior High School,Western,9,148,700,1242,1465,1530,1481,1052,534,140,76,0,0,0,0,0,0
Mobile money and other services,Junior High School,Central,8,219,861,1291,1578,1544,1577,1130,633,178,85,0,0,0,0,0,0
Mobile money and other services,Junior High School,Greater Accra,25,589,1300,2587,4010,4880,5061,3951,1920,632,288,0,0,0,0,0,0
Mobile money and other services,Junior High School,Volta,0,46,395,547,768,812,838,585,315,96,57,0,0,0,0,0,0
Mobile money and other services,Junior High School,Eastern,8,215,810,1293,1810,1763,1758,1443,717,183,92,0,0,0,0,0,0
Mobile money and other services,Junior High School,Ashanti,24,480,1578,2725,3583,3769,4029,3211,1547,447,220,0,0,0,0,0,0
Mobile money and other services,Junior High School,Western North,4,84,390,584,532,542,479,386,187,54,16,0,0,0,0,0,0
Mobile money and other services,Junior High School,Ahafo,7,52,309,396,440,436,385,324,164,38,15,0,0,0,0,0,0
Mobile money and other services,Junior High School,Bono,2,101,511,630,656,768,823,648,339,86,47,0,0,0,0,0,0
Mobile money and other services,Junior High School,Bono East,3,65,360,479,536,428,508,358,175,38,21,0,0,0,0,0,0
Mobile money and other services,Junior High School,Oti,2,28,175,184,158,119,123,110,68,15,3,0,0,0,0,0,0
Mobile money and other services,Junior High School,Northern,7,56,377,382,401,338,265,191,109,36,14,0,0,0,0,0,0
Mobile money and other services,Junior High School,Savannah,2,12,130,143,135,96,73,41,27,12,1,0,0,0,0,0,0
Mobile money and other services,Junior High School,North East,3,20,133,95,58,28,33,26,15,3,2,0,0,0,0,0,0
Mobile money and other services,Junior High School,Upper East,3,65,360,351,326,226,174,87,49,21,10,0,0,0,0,0,0
Mobile money and other services,Junior High School,Upper West,0,17,195,271,236,164,142,117,42,27,8,0,0,0,0,0,0
Mobile money and other services,Middle School,Western,0,0,0,0,0,0,0,0,347,672,541,375,213,124,54,19,7
Mobile money and other services,Middle School,Central,0,0,0,0,0,0,0,0,339,741,634,523,335,183,83,40,7
Mobile money and other services,Middle School,Greater Accra,0,0,0,0,0,0,0,0,1249,2478,1946,1585,854,451,187,84,33
Mobile money and other services,Middle School,Volta,0,0,0,0,0,0,0,0,168,344,407,352,232,129,50,17,6
Mobile money and other services,Middle School,Eastern,0,0,0,0,0,0,0,0,504,1070,828,753,477,271,124,57,22
Mobile money and other services,Middle School,Ashanti,0,0,0,0,0,0,0,0,1055,2152,1733,1525,830,433,161,83,36
Mobile money and other services,Middle School,Western North,0,0,0,0,0,0,0,0,122,244,188,179,62,47,19,6,0
Mobile money and other services,Middle School,Ahafo,0,0,0,0,0,0,0,0,119,207,206,142,94,46,17,9,2
Mobile money and other services,Middle School,Bono,0,0,0,0,0,0,0,0,170,398,310,297,175,73,36,11,9
Mobile money and other services,Middle School,Bono East,0,0,0,0,0,0,0,0,86,220,187,161,87,36,28,3,3
Mobile money and other services,Middle School,Oti,0,0,0,0,0,0,0,0,41,85,65,50,41,27,17,6,5
Mobile money and other services,Middle School,Northern,0,0,0,0,0,0,0,0,21,69,49,52,36,20,8,1,2
Mobile money and other services,Middle School,Savannah,0,0,0,0,0,0,0,0,5,8,12,17,7,0,0,1,1
Mobile money and other services,Middle School,North East,0,0,0,0,0,0,0,0,0,3,3,2,5,1,5,0,1
Mobile money and other services,Middle School,Upper East,0,0,0,0,0,0,0,0,15,37,30,39,19,17,3,3,1
Mobile money and other services,Middle School,Upper West,0,0,0,0,0,0,0,0,8,34,27,43,21,5,1,0,0
Mobile money and other services,Senior High School,Western,0,9,1130,2430,2214,1734,1091,711,392,34,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Central,0,19,1736,2647,2286,1548,1027,708,396,38,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Greater Accra,0,69,3354,9482,11046,8651,6400,4402,2207,225,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Volta,0,5,708,1352,1230,857,571,380,238,28,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Eastern,0,21,1727,2896,2479,1703,1125,791,396,37,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Ashanti,0,44,4178,6989,6132,4426,3016,2160,1049,119,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Western North,0,5,506,1053,847,513,315,182,129,13,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Ahafo,0,5,330,784,637,393,296,164,91,4,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Bono,0,4,779,1753,1504,1002,688,436,203,28,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Bono East,0,8,531,1163,970,542,374,214,121,13,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Oti,0,1,181,448,359,213,103,85,47,1,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Northern,0,13,553,1540,1316,786,485,330,155,28,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Savannah,0,2,150,422,344,191,92,56,20,5,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,North East,0,3,124,353,266,107,65,26,34,3,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Upper East,0,6,857,1080,695,348,227,129,65,10,0,0,0,0,0,0,0
Mobile money and other services,Senior High School,Upper West,0,13,551,793,581,324,185,148,91,8,0,0,0,0,0,0,0
Mobile money and other services,Secondary School,Western,0,0,29,75,94,135,124,208,326,227,185,120,83,42,18,8,1
Mobile money and other services,Secondary School,Central,0,0,11,32,55,58,79,162,259,221,194,136,94,52,15,6,1
Mobile money and other services,Secondary School,Greater Accra,1,2,88,246,430,674,761,1261,1824,1907,1527,993,691,325,143,60,18
Mobile money and other services,Secondary School,Volta,0,0,13,55,52,53,53,85,107,117,99,87,55,19,15,7,3
Mobile money and other services,Secondary School,Eastern,0,1,42,71,91,92,79,177,356,252,218,161,142,61,23,12,9
Mobile money and other services,Secondary School,Ashanti,0,1,101,200,227,284,270,592,930,658,573,391,309,122,46,19,6
Mobile money and other services,Secondary School,Western North,0,1,19,71,65,38,33,46,87,45,40,29,21,5,2,3,0
Mobile money and other services,Secondary School,Ahafo,0,0,6,11,9,14,22,43,79,54,44,31,25,10,5,2,0
Mobile money and other services,Secondary School,Bono,0,0,24,54,54,44,50,71,151,156,103,90,57,42,16,9,0
Mobile money and other services,Secondary School,Bono East,0,0,20,28,33,32,24,46,68,64,44,23,23,12,2,5,0
Mobile money and other services,Secondary School,Oti,0,0,5,19,28,16,20,12,39,22,21,7,8,8,1,1,0
Mobile money and other services,Secondary School,Northern,0,1,10,49,49,40,34,40,46,77,57,30,32,8,9,0,1
Mobile money and other services,Secondary School,Savannah,0,0,2,16,12,22,20,11,10,19,15,6,7,3,1,1,0
Mobile money and other services,Secondary School,North East,0,0,1,6,5,6,4,8,1,8,7,1,3,2,2,0,0
Mobile money and other services,Secondary School,Upper East,0,1,5,23,35,26,21,22,23,29,26,26,14,4,1,0,1
Mobile money and other services,Secondary School,Upper West,0,0,4,9,13,18,9,14,27,29,24,9,8,1,2,1,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Western,0,1,87,194,256,268,261,162,126,98,71,58,37,18,7,1,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Central,0,0,24,99,145,203,228,170,118,104,135,93,58,22,10,1,3
Mobile Money And Other Services,Vocational / Technical / Commercial,Greater Accra,0,1,59,547,1032,1395,1583,1402,1060,787,704,562,321,124,54,36,7
Mobile Money And Other Services,Vocational / Technical / Commercial,Volta,0,0,35,81,98,104,87,59,73,54,55,46,32,16,4,3,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Eastern,0,0,6,78,133,159,216,174,144,119,113,117,62,22,13,7,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Ashanti,0,1,19,177,319,348,410,349,255,183,166,154,78,40,24,6,3
Mobile Money And Other Services,Vocational / Technical / Commercial,Western North,0,0,2,18,44,44,34,27,21,13,13,15,8,1,1,0,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Ahafo,0,0,2,19,43,38,54,37,31,14,12,14,5,3,1,1,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Bono,0,0,8,53,62,95,97,82,72,49,31,22,26,5,3,1,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Bono East,0,0,17,15,37,28,27,13,18,4,12,9,4,2,0,0,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Oti,0,0,0,6,26,14,14,8,13,5,8,8,4,3,2,1,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Northern,0,0,4,30,87,52,37,23,29,23,6,9,5,1,0,0,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Savannah,0,0,2,3,13,8,3,4,4,0,2,1,2,0,0,0,0
Mobile Money And Other Services,Vocational / Technical / Commercial,North East,0,0,0,2,7,6,7,2,3,3,3,2,0,0,0,0,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Upper East,0,0,8,16,28,27,20,7,15,5,5,9,4,0,0,0,0
Mobile Money And Other Services,Vocational / Technical / Commercial,Upper West,0,0,1,17,33,34,30,20,13,10,7,2,3,1,0,0,0
Mobile money and other services,Post-Secondary Certificate,Western,0,0,2,26,55,54,33,39,49,59,45,36,18,13,5,6,1
Mobile money and other services,Post-Secondary Certificate,Central,0,0,2,30,61,112,43,35,41,31,36,25,29,13,7,4,1
Mobile money and other services,Post-Secondary Certificate,Greater Accra,0,0,11,113,259,352,215,260,278,244,196,172,134,55,28,10,6
Mobile money and other services,Post-Secondary Certificate,Volta,0,0,0,63,114,83,38,23,23,26,32,28,30,18,15,2,0
Mobile money and other services,Post-Secondary Certificate,Eastern,0,0,4,28,111,122,67,58,54,51,26,43,25,22,9,9,0
Mobile money and other services,Post-Secondary Certificate,Ashanti,0,0,14,73,184,198,93,104,109,96,62,59,58,39,11,9,2
Mobile money and other services,Post-Secondary Certificate,Western North,0,0,1,11,41,25,11,6,9,5,16,4,9,3,1,1,0
Mobile money and other services,Post-Secondary Certificate,Ahafo,0,0,0,8,32,30,12,11,11,10,6,3,1,2,3,0,0
Mobile money and other services,Post-Secondary Certificate,Bono,0,0,1,21,75,68,19,28,20,26,19,20,15,8,3,1,0
Mobile money and other services,Post-Secondary Certificate,Bono East,0,0,1,20,43,41,13,18,13,17,15,10,8,4,2,0,0
Mobile money and other services,Post-Secondary Certificate,Oti,0,0,1,4,38,36,12,5,5,3,8,8,8,4,1,1,0
Mobile money and other services,Post-Secondary Certificate,Northern,0,0,1,24,106,105,34,26,18,17,14,19,5,7,3,0,0
Mobile money and other services,Post-Secondary Certificate,Savannah,0,0,6,42,36,22,12,2,4,5,1,0,1,0,2,0,0
Mobile money and other services,Post-Secondary Certificate,North East,0,0,4,9,46,24,16,5,4,7,4,3,6,2,0,0,0
Mobile money and other services,Post-Secondary Certificate,Upper East,0,0,2,19,51,53,13,11,14,9,8,6,4,3,1,1,0
Mobile money and other services,Post-Secondary Certificate,Upper West,0,0,1,17,100,49,27,12,6,12,6,3,5,2,0,0,0
Mobile money and other services,Post-Secondary Diploma,Western,0,0,12,131,476,406,223,90,77,61,59,51,23,25,9,4,1
Mobile money and other services,Post-Secondary Diploma,Central,0,0,15,220,763,639,297,133,81,58,58,60,56,24,14,5,1
Mobile money and other services,Post-Secondary Diploma,Greater Accra,0,0,62,662,1459,1424,987,621,449,331,308,292,207,122,46,19,2
Mobile money and other services,Post-Secondary Diploma,Volta,0,0,5,182,809,649,325,147,78,62,74,87,59,28,14,6,3
Mobile money and other services,Post-Secondary Diploma,Eastern,0,0,21,374,1096,771,370,153,102,78,114,100,73,62,27,6,2
Mobile money and other services,Post-Secondary Diploma,Ashanti,0,0,58,827,2154,1632,704,293,211,176,185,197,141,89,32,18,6
Mobile money and other services,Post-Secondary Diploma,Western North,0,0,15,92,404,275,108,29,25,21,32,18,10,1,3,0,0
Mobile money and other services,Post-Secondary Diploma,Ahafo,0,0,5,121,315,260,109,30,26,17,25,14,18,6,3,1,0
Mobile money and other services,Post-Secondary Diploma,Bono,0,0,23,369,753,616,251,93,49,41,54,43,39,12,7,2,0
Mobile money and other services,Post-Secondary Diploma,Bono East,0,0,13,201,598,470,172,70,32,20,30,30,20,10,4,1,0
Mobile money and other services,Post-Secondary Diploma,Oti,0,0,3,55,372,306,126,38,24,21,29,18,5,4,3,0,0
Mobile money and other services,Post-Secondary Diploma,Northern,0,0,14,272,846,642,315,123,93,39,52,45,31,14,3,2,0
Mobile money and other services,Post-Secondary Diploma,Savannah,0,0,3,98,147,119,73,40,16,10,10,8,5,3,1,1,0
Mobile money and other services,Post-Secondary Diploma,North East,0,0,5,45,218,144,51,18,17,8,3,5,3,0,0,0,0
Mobile money and other services,Post-Secondary Diploma,Upper East,0,0,12,83,426,445,160,53,34,16,17,16,11,6,2,0,0
Mobile money and other services,Post-Secondary Diploma,Upper West,0,0,3,122,482,366,159,48,30,24,25,29,15,9,3,1,0
Mobile money and other services,Higher National Diploma (HND),Western,0,0,79,916,931,949,667,389,217,158,128,97,53,21,1,2,0
Mobile money and other services,Higher National Diploma (HND),Central,0,0,23,460,747,715,480,281,172,92,95,69,45,19,9,3,0
Mobile money and other services,Higher National Diploma (HND),Greater Accra,0,0,141,2019,3764,4403,3350,2150,1261,721,603,385,264,141,51,22,3
Mobile money and other services,Higher National Diploma (HND),Volta,0,0,26,488,524,511,325,173,115,62,71,73,35,19,5,3,3
